start
1896	0	0.00
6070	0	0.00
10904	0	0.00
15763	0	0.00
21121	0	35>> rol linear 2000
Invalid Command!
65586	0	0.00
65637	0	0.00
65665	0	0.00
65685	0	0.00
65705	0	0.00
65725	0	0.00
65745	0	0.00
65765	0	0.00
65785	0	0.00
65805	0	0.00
65825	0	0.00
65845	0	0.00
65865	0	0.00
65885	0	0.00
65905	0	0.00
65925	0	0.00
65945	0	0.00
65965	0	0.00
65985	0	0.00
66005	0	0.00
66025	0	0.00
66045	0	0.00
66065	0	0.00
66085	0	0.00
66105	0	0.00
66125	0	0.00
66145	0	0.00
66165	0	0.00
66185	0	0.00
66205	0	0.00
66225	0	0.00
66245	0	0.00
66265	0	0.00
66285	0	0.00
66305	0	0.00
66325	0	0.00
66345	0	0.00
66365	0	0.00
66385	0	0.00
66405	0	0.00
66425	0	0.00
66445	0	0.00
66465	0	0.00
66485	0	0.00
66505	0	0.00
66525	0	0.00
66545	0	0.00
66565	0	0.00
66585	0	0.00
66605	0	0.00
66625	0	0.00
66645	0	0.00
66665	0	0.00
66685	0	0.00
66705	0	0.00
66725	0	0.00
66745	0	0.00
66765	0	0.00
66785	0	0.00
66805	0	0.00
66825	0	0.00
66845	0	0.00
66865	0	0.00
66885	0	0.00
66905	0	0.00
66925	0	0.00
66945	0	0.00
66965	0	0.00
66985	0	0.00
67005	0	0.00
67025	0	0.00
67045	0	0.00
67065	0	0.00
67085	0	0.00
67105	0	0.00
67125	0	0.00
67145	0	0.00
67165	0	0.00
67185	0	0.00
67205	0	0.00
67225	0	0.00
67245	0	0.00
67265	0	0.00
67285	0	0.00
67305	0	0.00
67325	0	0.00
67345	0	0.00
67365	0	0.00
67385	0	0.00
67405	0	0.00
67425	0	0.00
67445	0	0.00
67465	0	0.00
67485	0	0.00
67505	0	0.00
67525	0	0.00
67545	0	0.00
67565	0	0.00
67585	0	0.00
67605	0	0.00
67625	0	0.00
67645	0	0.00
67665	0	0.00
67685	0	0.00
67705	0	0.00
>> control linear 2000
67740	0	0.00
67760	2	0.50
67780	2	1.41
67800	2	2.20
67820	2	2.05
67840	2	1.50
67860	2	1.60
67880	2	2.10
67900	2	1.95
67920	2	1.80
67940	2	1.85
67960	2	1.95
67980	2	1.90
68000	2	1.80
68020	2	1.85
68040	2	1.90
68060	2	1.90
68080	2	1.85
68100	2	1.90
68120	2	1.90
68140	2	1.85
68160	2	1.85
68180	2	1.90
68200	2	1.90
68220	2	1.85
68240	2	1.90
68260	2	1.90
68280	2	1.85
68300	2	1.90
68320	2	1.90
68340	2	1.90
68360	2	1.85
68380	2	1.90
68400	2	1.95
68420	2	1.85
68440	2	1.90
68460	2	1.95
68480	2	1.90
68500	2	1.80
68520	2	1.85
68540	2	2.00
68560	2	1.90
68580	2	1.85
68600	2	1.90
68620	2	1.90
68640	2	1.90
68660	2	1.95
68680	2	1.85
68700	2	1.90
68720	2	1.95
68740	2	1.90
68760	1	1.65
68780	1	1.10
68800	1	0.90
68820	1	0.80
68840	1	0.65
68860	0	0.45
68880	0	0.40
68900	0	0.35
68920	0	0.35
68940	0	0.25
68960	0	0.05
68980	0	0.10
69000	0	0.20
69020	0	0.10
69040	0	0.00
69060	0	0.15
69080	0	0.05
69100	0	0.00
69120	0	0.05
69140	0	0.05
69160	0	0.10
69180	0	-0.05
69200	0	0.05
69220	-0	0.11
69240	0	-0.05
69260	-0	0.05
69280	-0	0.05
69300	-0	0.00
69320	-0	0.00
69340	-0	0.00
69360	-0	0.00
69380	-0	0.00
69400	-0	0.00
69420	-0	0.00
69440	-0	0.00
69460	-0	0.00
69480	-0	0.00
69500	-0	0.00
69520	-0	0.00
69540	-0	0.00
69560	-0	0.00
69580	-0	0.00
69600	-0	0.00
69620	-0	0.00
69640	-0	0.00
69660	-0	0.00
69680	-0	0.00
69700	-0	0.00
69720	-0	0.00
69740	-0	0.00
69760	-0	0.00
69780	-0	0.00
